timestamp,user,event_type,bytes,app,command,host,session_id
2025-09-12T01:22:58.372738,user3,read,31461390,fileshare,,host4,user3_8_288
2025-09-12T09:22:58.372738,user3,app_use,0,usb_copy,,host5,user3_8_99
2025-09-12T21:22:58.372738,user3,login,0,auth_service,,host4,user3_9_222
2025-09-12T23:22:58.372738,user3,read,48809492,fileshare,,host2,user3_9_607
2025-09-14T03:22:58.372738,user3,login,0,auth_service,,host2,user3_10_496
2025-09-14T00:22:58.372738,user3,read,56881362,fileshare,,host4,user3_10_689
2025-09-15T00:22:58.372738,user3,login,0,auth_service,,host4,user3_11_834
2025-09-14T21:22:58.372738,user3,read,68524650,fileshare,,host1,user3_11_167
2025-09-15T21:22:58.372738,user3,login,0,auth_service,,host5,user3_12_498
2025-09-16T04:22:58.372738,user3,read,19125491,fileshare,,host5,user3_12_921
2025-09-17T02:22:58.372738,user3,login,0,auth_service,,host4,user3_13_825
2025-09-17T01:22:58.372738,user3,read,72337868,fileshare,,host2,user3_13_492
2025-09-17T08:22:58.372738,user3,read,2211329272,fileshare,scp,host4,user3_13_393
2025-09-04T03:22:58.372738,user4,login,0,auth_service,,host3,user4_0_688
2025-09-03T21:22:58.372738,user4,read,37695095,fileshare,,host5,user4_0_779
2025-09-05T04:22:58.372738,user4,login,0,auth_service,,host1,user4_1_880
2025-09-05T00:22:58.372738,user4,read,57655989,fileshare,,host1,user4_1_341
2025-09-06T04:22:58.372738,user4,login,0,auth_service,,host3,user4_2_75
2025-09-06T00:22:58.372738,user4,read,57840837,fileshare,,host3,user4_2_505
2025-09-07T04:22:58.372738,user4,login,0,auth_service,,host4,user4_3_890
2025-09-07T01:22:58.372738,user4,read,47509495,fileshare,,host4,user4_3_564
2025-09-08T05:22:58.372738,user4,login,0,auth_service,,host2,user4_4_934
2025-09-07T22:22:58.372738,user4,read,56490366,fileshare,,host4,user4_4_8
2025-09-09T02:22:58.372738,user4,login,0,auth_service,,host5,user4_5_167
2025-09-09T05:22:58.372738,user4,read,83505864,fileshare,,host2,user4_5_794
2025-09-09T22:22:58.372738,user4,login,0,auth_service,,host5,user4_6_832
2025-09-10T03:22:58.372738,user4,read,43652624,fileshare,,host1,user4_6_300
2025-09-11T01:22:58.372738,user4,login,0,auth_service,,host3,user4_7_713
2025-09-10T23:22:58.372738,user4,read,59168825,fileshare,,host3,user4_7_172
2025-09-11T07:22:58.372738,user4,login_fail,0,auth_service,,host4,user4_7_455
2025-09-11T20:22:58.372738,user4,login,0,auth_service,,host3,user4_8_972
2025-09-11T21:22:58.372738,user4,read,39205092,fileshare,,host1,user4_8_823
2025-09-13T00:22:58.372738,user4,login,0,auth_service,,host5,user4_9_202
2025-09-13T01:22:58.372738,user4,read,21600767,fileshare,,host4,user4_9_226
2025-09-13T20:22:58.372738,user4,login,0,auth_service,,host1,user4_10_372
2025-09-14T03:22:58.372738,user4,read,32055273,fileshare,,host1,user4_10_970
2025-09-15T03:22:58.372738,user4,login,0,auth_service,,host4,user4_11_372
2025-09-15T04:22:58.372738,user4,read,80516599,fileshare,,host2,user4_11_347
2025-09-16T00:22:58.372738,user4,login,0,auth_service,,host1,user4_12_739
2025-09-16T00:22:58.372738,user4,read,11745869,fileshare,,host5,user4_12_731
2025-09-17T01:22:58.372738,user4,login,0,auth_service,,host2,user4_13_882
2025-09-17T01:22:58.372738,user4,read,57249529,fileshare,,host1,user4_13_449
2025-09-17T05:22:58.372738,user4,login_fail,0,auth_service,,host3,user4_13_876
2025-09-04T01:22:58.372738,user5,login,0,auth_service,,host1,user5_0_145
2025-09-04T02:22:58.372738,user5,read,15737309,fileshare,,host3,user5_0_794
2025-09-03T12:22:58.372738,user5,app_use,0,winscp,,host5,user5_0_822
2025-09-05T01:22:58.372738,user5,login,0,auth_service,,host4,user5_1_976
2025-09-05T01:22:58.372738,user5,read,77077447,fileshare,,host5,user5_1_869
2025-09-06T05:22:58.372738,user5,login,0,auth_service,,host2,user5_2_82
2025-09-05T21:22:58.372738,user5,read,43739525,fileshare,,host3,user5_2_684
2025-09-06T21:22:58.372738,user5,login,0,auth_service,,host4,user5_3_94
2025-09-07T04:22:58.372738,user5,read,18017530,fileshare,,host2,user5_3_249
2025-09-07T20:22:58.372738,user5,login,0,auth_service,,host4,user5_4_388
2025-09-08T03:22:58.372738,user5,read,38734827,fileshare,,host5,user5_4_852
2025-09-08T21:22:58.372738,user5,login,0,auth_service,,host2,user5_5_97
2025-09-08T22:22:58.372738,user5,read,100785155,fileshare,,host3,user5_5_434
2025-09-10T03:22:58.372738,user5,login,0,auth_service,,host4,user5_6_541
2025-09-10T01:22:58.372738,user5,read,69630947,fileshare,,host5,user5_6_899
2025-09-10T23:22:58.372738,user5,login,0,auth_service,,host5,user5_7_545
2025-09-11T02:22:58.372738,user5,read,56614011,fileshare,,host5,user5_7_449
2025-09-11T22:22:58.372738,user5,login,0,auth_service,,host1,user5_8_662
2025-09-12T04:22:58.372738,user5,read,57331964,fileshare,,host4,user5_8_695
2025-09-12T21:22:58.372738,user5,login,0,auth_service,,host5,user5_9_633
2025-09-12T23:22:58.372738,user5,read,31202404,fileshare,,host3,user5_9_788
2025-09-14T00:22:58.372738,user5,login,0,auth_service,,host1,user5_10_644
2025-09-13T22:22:58.372738,user5,read,21318222,fileshare,,host1,user5_10_77
2025-09-15T04:22:58.372738,user5,login,0,auth_service,,host3,user5_11_830
2025-09-14T21:22:58.372738,user5,read,46169343,fileshare,,host2,user5_11_803
2025-09-16T03:22:58.372738,user5,login,0,auth_service,,host2,user5_12_27
2025-09-16T04:22:58.372738,user5,read,37469516,fileshare,,host3,user5_12_6
2025-09-16T21:22:58.372738,user5,login,0,auth_service,,host2,user5_13_805
2025-09-16T23:22:58.372738,user5,read,6157398,fileshare,,host3,user5_13_14
2025-09-04T02:22:58.372738,user6,login,0,auth_service,,host1,user6_0_272
2025-09-04T05:22:58.372738,user6,read,37068542,fileshare,,host1,user6_0_524
2025-09-04T21:22:58.372738,user6,login,0,auth_service,,host4,user6_1_110
2025-09-05T02:22:58.372738,user6,read,28369039,fileshare,,host2,user6_1_622
2025-09-06T04:22:58.372738,user6,login,0,auth_service,,host5,user6_2_517
2025-09-06T04:22:58.372738,user6,read,54519945,fileshare,,host3,user6_2_876
2025-09-06T08:22:58.372738,user6,app_use,0,dropbox,,host4,user6_2_349
2025-09-07T03:22:58.372738,user6,login,0,auth_service,,host1,user6_3_758
2025-09-06T23:22:58.372738,user6,read,66794948,fileshare,,host3,user6_3_542
2025-09-07T21:22:58.372738,user6,login,0,auth_service,,host4,user6_4_731
2025-09-08T02:22:58.372738,user6,read,49824188,fileshare,,host3,user6_4_573
2025-09-08T22:22:58.372738,user6,login,0,auth_service,,host5,user6_5_299
2025-09-09T01:22:58.372738,user6,read,59028223,fileshare,,host2,user6_5_117
2025-09-09T20:22:58.372738,user6,login,0,auth_service,,host2,user6_6_653
2025-09-10T00:22:58.372738,user6,read,62771849,fileshare,,host5,user6_6_258
2025-09-10T05:22:58.372738,user6,login_fail,0,auth_service,,host2,user6_6_260
2025-09-11T03:22:58.372738,user6,login,0,auth_service,,host2,user6_7_595
2025-09-10T21:22:58.372738,user6,read,16769598,fileshare,,host5,user6_7_328
2025-09-12T02:22:58.372738,user6,login,0,auth_service,,host3,user6_8_605
2025-09-12T01:22:58.372738,user6,read,38805160,fileshare,,host3,user6_8_136
2025-09-13T01:22:58.372738,user6,login,0,auth_service,,host4,user6_9_831
2025-09-13T04:22:58.372738,user6,read,80100502,fileshare,,host3,user6_9_872
2025-09-14T00:22:58.372738,user6,login,0,auth_service,,host5,user6_10_850
2025-09-14T00:22:58.372738,user6,read,55795497,fileshare,,host1,user6_10_748
2025-09-15T03:22:58.372738,user6,login,0,auth_service,,host3,user6_11_636
2025-09-15T02:22:58.372738,user6,read,91508015,fileshare,,host1,user6_11_22
2025-09-16T02:22:58.372738,user6,login,0,auth_service,,host2,user6_12_973
2025-09-15T23:22:58.372738,user6,read,4218774,fileshare,,host3,user6_12_967
2025-09-16T20:22:58.372738,user6,login,0,auth_service,,host4,user6_13_477
2025-09-17T03:22:58.372738,user6,read,78649638,fileshare,,host3,user6_13_419
2025-09-04T02:22:58.372738,user7,login,0,auth_service,,host1,user7_0_253
2025-09-04T01:22:58.372738,user7,read,63174102,fileshare,,host3,user7_0_841
2025-09-04T23:22:58.372738,user7,login,0,auth_service,,host5,user7_1_215
2025-09-05T00:22:58.372738,user7,read,31816847,fileshare,,host5,user7_1_647
2025-09-05T21:22:58.372738,user7,login,0,auth_service,,host3,user7_2_94
2025-09-06T01:22:58.372738,user7,read,76608771,fileshare,,host4,user7_2_10
2025-09-07T02:22:58.372738,user7,login,0,auth_service,,host2,user7_3_301
2025-09-07T04:22:58.372738,user7,read,89986344,fileshare,,host2,user7_3_984
2025-09-07T23:22:58.372738,user7,login,0,auth_service,,host4,user7_4_132
2025-09-07T21:22:58.372738,user7,read,54337220,fileshare,,host4,user7_4_798
2025-09-09T03:22:58.372738,user7,login,0,auth_service,,host1,user7_5_725
2025-09-09T03:22:58.372738,user7,read,58842333,fileshare,,host1,user7_5_813
2025-09-10T02:22:58.372738,user7,login,0,auth_service,,host1,user7_6_0
2025-09-10T04:22:58.372738,user7,read,51114498,fileshare,,host5,user7_6_430
2025-09-09T20:22:58.372738,user7,login_fail,0,auth_service,,host2,user7_6_435
2025-09-10T22:22:58.372738,user7,login,0,auth_service,,host4,user7_7_536
2025-09-11T02:22:58.372738,user7,read,71883830,fileshare,,host2,user7_7_902
2025-09-11T22:22:58.372738,user7,login,0,auth_service,,host1,user7_8_966
2025-09-12T02:22:58.372738,user7,read,70776522,fileshare,,host2,user7_8_155
2025-09-13T04:22:58.372738,user7,login,0,auth_service,,host1,user7_9_147
2025-09-13T02:22:58.372738,user7,read,36035679,fileshare,,host4,user7_9_62
2025-09-14T02:22:58.372738,user7,login,0,auth_service,,host3,user7_10_890
2025-09-13T21:22:58.372738,user7,read,38656736,fileshare,,host5,user7_10_476
2025-09-14T22:22:58.372738,user7,login,0,auth_service,,host2,user7_11_193
2025-09-15T02:22:58.372738,user7,read,72577774,fileshare,,host4,user7_11_112
2025-09-15T20:22:58.372738,user7,login,0,auth_service,,host5,user7_12_54
2025-09-15T23:22:58.372738,user7,read,47002440,fileshare,,host2,user7_12_379
2025-09-17T02:22:58.372738,user7,login,0,auth_service,,host5,user7_13_7
2025-09-16T21:22:58.372738,user7,read,60555295,fileshare,,host1,user7_13_758
2025-09-04T03:22:58.372738,user8,login,0,auth_service,,host1,user8_0_238
2025-09-04T04:22:58.372738,user8,read,69255813,fileshare,,host2,user8_0_802
2025-09-04T23:22:58.372738,user8,login,0,auth_service,,host4,user8_1_164
2025-09-05T02:22:58.372738,user8,read,53451168,fileshare,,host5,user8_1_909
2025-09-04T18:22:58.372738,user8,app_use,0,dropbox,,host1,user8_1_150
2025-09-06T00:22:58.372738,user8,login,0,auth_service,,host3,user8_2_623
2025-09-05T22:22:58.372738,user8,read,56522660,fileshare,,host2,user8_2_896
2025-09-06T21:22:58.372738,user8,login,0,auth_service,,host3,user8_3_470
2025-09-07T03:22:58.372738,user8,read,24977728,fileshare,,host4,user8_3_531
2025-09-07T21:22:58.372738,user8,login,0,auth_service,,host5,user8_4_939
2025-09-08T04:22:58.372738,user8,read,42899353,fileshare,,host3,user8_4_726
2025-09-08T01:22:58.372738,user8,app_use,0,7zip,,host1,user8_4_551
2025-09-08T21:22:58.372738,user8,login,0,auth_service,,host5,user8_5_280
2025-09-09T03:22:58.372738,user8,read,55149464,fileshare,,host1,user8_5_757
2025-09-09T21:22:58.372738,user8,login,0,auth_service,,host5,user8_6_74
2025-09-10T00:22:58.372738,user8,read,52412944,fileshare,,host1,user8_6_933
2025-09-09T16:22:58.372738,user8,login_fail,0,auth_service,,host1,user8_6_997
2025-09-11T05:22:58.372738,user8,login,0,auth_service,,host5,user8_7_26
2025-09-11T05:22:58.372738,user8,read,76241838,fileshare,,host3,user8_7_167
2025-09-12T05:22:58.372738,user8,login,0,auth_service,,host5,user8_8_400
2025-09-11T22:22:58.372738,user8,read,13182515,fileshare,,host4,user8_8_821
2025-09-13T05:22:58.372738,user8,login,0,auth_service,,host5,user8_9_148
2025-09-13T04:22:58.372738,user8,read,24408460,fileshare,,host3,user8_9_511
2025-09-14T01:22:58.372738,user8,login,0,auth_service,,host2,user8_10_54
2025-09-14T01:22:58.372738,user8,read,59866358,fileshare,,host1,user8_10_761
2025-09-14T07:22:58.372738,user8,login_fail,0,auth_service,,host3,user8_10_738
2025-09-14T21:22:58.372738,user8,login,0,auth_service,,host1,user8_11_153
2025-09-14T22:22:58.372738,user8,read,53696722,fileshare,,host5,user8_11_72
2025-09-15T04:22:58.372738,user8,login_fail,0,auth_service,,host1,user8_11_216
2025-09-16T04:22:58.372738,user8,login,0,auth_service,,host3,user8_12_130
2025-09-15T21:22:58.372738,user8,read,43844287,fileshare,,host5,user8_12_16
2025-09-17T03:22:58.372738,user8,login,0,auth_service,,host3,user8_13_775
2025-09-17T01:22:58.372738,user8,read,36822031,fileshare,,host1,user8_13_726
2025-09-03T21:22:58.372738,user9,login,0,auth_service,,host1,user9_0_267
2025-09-04T03:22:58.372738,user9,read,58592364,fileshare,,host2,user9_0_980
2025-09-05T02:22:58.372738,user9,login,0,auth_service,,host1,user9_1_882
2025-09-05T04:22:58.372738,user9,read,54153753,fileshare,,host2,user9_1_826
2025-09-06T02:22:58.372738,user9,login,0,auth_service,,host3,user9_2_401
2025-09-06T04:22:58.372738,user9,read,93821320,fileshare,,host3,user9_2_619
2025-09-07T03:22:58.372738,user9,login,0,auth_service,,host2,user9_3_182
2025-09-07T03:22:58.372738,user9,read,56801352,fileshare,,host4,user9_3_38
2025-09-08T04:22:58.372738,user9,login,0,auth_service,,host5,user9_4_721
2025-09-07T22:22:58.372738,user9,read,0,fileshare,,host3,user9_4_169
2025-09-08T00:22:58.372738,user9,read,3271767692,fileshare,tar,host2,user9_4_415
2025-09-09T02:22:58.372738,user9,login,0,auth_service,,host4,user9_5_28
2025-09-08T21:22:58.372738,user9,read,64590855,fileshare,,host5,user9_5_317
2025-09-10T04:22:58.372738,user9,login,0,auth_service,,host2,user9_6_925
2025-09-10T01:22:58.372738,user9,read,16363593,fileshare,,host1,user9_6_989
2025-09-10T00:22:58.372738,user9,login_fail,0,auth_service,,host2,user9_6_323
2025-09-10T20:22:58.372738,user9,login,0,auth_service,,host5,user9_7_974
2025-09-11T05:22:58.372738,user9,read,14828020,fileshare,,host1,user9_7_888
2025-09-12T00:22:58.372738,user9,login,0,auth_service,,host3,user9_8_379
2025-09-12T04:22:58.372738,user9,read,69686447,fileshare,,host3,user9_8_61
2025-09-13T03:22:58.372738,user9,login,0,auth_service,,host4,user9_9_860
2025-09-13T02:22:58.372738,user9,read,45720223,fileshare,,host5,user9_9_242
2025-09-14T05:22:58.372738,user9,login,0,auth_service,,host1,user9_10_752
2025-09-14T03:22:58.372738,user9,read,60305457,fileshare,,host1,user9_10_520
2025-09-15T05:22:58.372738,user9,login,0,auth_service,,host3,user9_11_689
2025-09-14T22:22:58.372738,user9,read,73883639,fileshare,,host1,user9_11_215
2025-09-16T04:22:58.372738,user9,login,0,auth_service,,host1,user9_12_579
2025-09-16T05:22:58.372738,user9,read,33197798,fileshare,,host3,user9_12_634
2025-09-17T05:22:58.372738,user9,login,0,auth_service,,host1,user9_13_462
2025-09-17T04:22:58.372738,user9,read,53293956,fileshare,,host1,user9_13_260
2025-09-04T01:22:58.372738,user10,login,0,auth_service,,host3,user10_0_900
2025-09-04T01:22:58.372738,user10,read,50911843,fileshare,,host4,user10_0_687
2025-09-05T03:22:58.372738,user10,login,0,auth_service,,host5,user10_1_223
2025-09-04T23:22:58.372738,user10,read,37380157,fileshare,,host2,user10_1_322
2025-09-05T20:22:58.372738,user10,login,0,auth_service,,host3,user10_2_335
2025-09-06T05:22:58.372738,user10,read,68659932,fileshare,,host5,user10_2_362
2025-09-07T01:22:58.372738,user10,login,0,auth_service,,host4,user10_3_6
2025-09-07T01:22:58.372738,user10,read,58433698,fileshare,,host3,user10_3_556
2025-09-07T10:22:58.372738,user10,read,1022098345,fileshare,7z,host2,user10_3_671
2025-09-08T02:22:58.372738,user10,login,0,auth_service,,host2,user10_4_355
2025-09-08T03:22:58.372738,user10,read,81346157,fileshare,,host2,user10_4_223
2025-09-08T04:22:58.372738,user10,login_fail,0,auth_service,,host1,user10_4_16
2025-09-09T03:22:58.372738,user10,login,0,auth_service,,host5,user10_5_674
2025-09-09T02:22:58.372738,user10,read,56862181,fileshare,,host3,user10_5_413
2025-09-08T20:22:58.372738,user10,login_fail,0,auth_service,,host2,user10_5_830
2025-09-10T00:22:58.372738,user10,login,0,auth_service,,host5,user10_6_277
2025-09-09T22:22:58.372738,user10,read,53510916,fileshare,,host4,user10_6_730
2025-09-11T01:22:58.372738,user10,login,0,auth_service,,host1,user10_7_21
2025-09-11T04:22:58.372738,user10,read,58170246,fileshare,,host3,user10_7_209
2025-09-11T23:22:58.372738,user10,login,0,auth_service,,host3,user10_8_226
2025-09-11T21:22:58.372738,user10,read,15898266,fileshare,,host3,user10_8_458
2025-09-12T23:22:58.372738,user10,login,0,auth_service,,host1,user10_9_98
2025-09-13T05:22:58.372738,user10,read,77658088,fileshare,,host5,user10_9_156
2025-09-13T23:22:58.372738,user10,login,0,auth_service,,host3,user10_10_538
2025-09-14T02:22:58.372738,user10,read,13064551,fileshare,,host2,user10_10_956
2025-09-14T21:22:58.372738,user10,login,0,auth_service,,host4,user10_11_207
2025-09-15T04:22:58.372738,user10,read,38666611,fileshare,,host4,user10_11_429
2025-09-15T21:22:58.372738,user10,login,0,auth_service,,host4,user10_12_198
2025-09-16T01:22:58.372738,user10,read,31112624,fileshare,,host4,user10_12_377
2025-09-17T02:22:58.372738,user10,login,0,auth_service,,host1,user10_13_893
2025-09-17T00:22:58.372738,user10,read,56464915,fileshare,,host4,user10_13_520
2025-09-04T01:22:58.372738,user11,login,0,auth_service,,host5,user11_0_116
2025-09-03T21:22:58.372738,user11,read,20931470,fileshare,,host5,user11_0_273
2025-09-05T01:22:58.372738,user11,login,0,auth_service,,host3,user11_1_300
2025-09-05T05:22:58.372738,user11,read,89306550,fileshare,,host1,user11_1_101
2025-09-06T04:22:58.372738,user11,login,0,auth_service,,host1,user11_2_587
2025-09-06T00:22:58.372738,user11,read,98040525,fileshare,,host1,user11_2_713
2025-09-06T20:22:58.372738,user11,login,0,auth_service,,host1,user11_3_744
2025-09-06T21:22:58.372738,user11,read,49547938,fileshare,,host5,user11_3_115
2025-09-08T05:22:58.372738,user11,login,0,auth_service,,host2,user11_4_142
2025-09-07T21:22:58.372738,user11,read,40130743,fileshare,,host3,user11_4_316
2025-09-07T17:22:58.372738,user11,read,3648296520,fileshare,powershell,host1,user11_4_369
2025-09-09T03:22:58.372738,user11,login,0,auth_service,,host2,user11_5_859
2025-09-09T00:22:58.372738,user11,read,41100333,fileshare,,host3,user11_5_382
2025-09-09T07:22:58.372738,user11,login_fail,0,auth_service,,host4,user11_5_389
2025-09-09T22:22:58.372738,user11,login,0,auth_service,,host1,user11_6_699
2025-09-10T02:22:58.372738,user11,read,42609567,fileshare,,host4,user11_6_86
2025-09-10T22:22:58.372738,user11,login,0,auth_service,,host4,user11_7_684
2025-09-11T04:22:58.372738,user11,read,54090987,fileshare,,host5,user11_7_630
2025-09-10T23:22:58.372738,user11,read,3385268305,fileshare,powershell,host2,user11_7_722
2025-09-12T03:22:58.372738,user11,login,0,auth_service,,host1,user11_8_58
2025-09-11T23:22:58.372738,user11,read,27443455,fileshare,,host5,user11_8_92
2025-09-12T20:22:58.372738,user11,login,0,auth_service,,host5,user11_9_158
2025-09-13T04:22:58.372738,user11,read,61285547,fileshare,,host4,user11_9_804
2025-09-14T03:22:58.372738,user11,login,0,auth_service,,host2,user11_10_688
2025-09-14T01:22:58.372738,user11,read,101871430,fileshare,,host2,user11_10_511
2025-09-15T02:22:58.372738,user11,login,0,auth_service,,host2,user11_11_754
2025-09-14T23:22:58.372738,user11,read,58244368,fileshare,,host2,user11_11_245
2025-09-16T00:22:58.372738,user11,login,0,auth_service,,host1,user11_12_866
2025-09-16T03:22:58.372738,user11,read,40473987,fileshare,,host2,user11_12_939
2025-09-17T01:22:58.372738,user11,login,0,auth_service,,host5,user11_13_552
2025-09-17T02:22:58.372738,user11,read,77766254,fileshare,,host4,user11_13_380
2025-09-03T21:22:58.372738,user12,login,0,auth_service,,host1,user12_0_890
2025-09-03T23:22:58.372738,user12,read,32520993,fileshare,,host5,user12_0_260
2025-09-05T02:22:58.372738,user12,login,0,auth_service,,host3,user12_1_9
2025-09-04T23:22:58.372738,user12,read,17475645,fileshare,,host2,user12_1_604
2025-09-05T23:22:58.372738,user12,login,0,auth_service,,host3,user12_2_971
2025-09-06T00:22:58.372738,user12,read,33232250,fileshare,,host4,user12_2_120
2025-09-06T20:22:58.372738,user12,login,0,auth_service,,host1,user12_3_631
2025-09-07T04:22:58.372738,user12,read,60413288,fileshare,,host4,user12_3_366
2025-09-07T21:22:58.372738,user12,login,0,auth_service,,host2,user12_4_968
