user,date,login_count,failed_login,files_read,bytes_read,distinct_apps,avg_login_hour,fail_ratio,bytes_per_read,login_count_mean,failed_login_mean,files_read_mean,bytes_read_mean,distinct_apps_mean,avg_login_hour_mean,fail_ratio_mean,bytes_per_read_mean,bytes_read_z,if_score,ae_score,rule_outside_hours,rule_mass_download,rule_score,risk_score
user1,2025-09-15,0,0,1,33122072,1,0.0,0.0,16561036.0,0.9333333333333333,0.06666666666666667,1.0,334270802.8,1.8,7.188888888888888,0.06666666666666667,117828127.02222222,-0.9009124559385165,0.1796241148351077,0.06701202853938047,True,False,0.5,0.209915665979368
user1,2025-09-16,1,0,1,60028966,2,2.0,0.0,30014483.0,0.9333333333333333,0.06666666666666667,1.0,334270802.8,1.8,7.188888888888888,0.06666666666666667,117828127.02222222,-0.8204181570224232,0.019811255546549993,0.010649840314945723,True,False,0.5,0.11310057986775872
user1,2025-09-17,1,0,1,73163733,2,4.0,0.0,36581866.5,0.9333333333333333,0.06666666666666667,1.0,334270802.8,1.8,7.188888888888888,0.06666666666666667,117828127.02222222,-0.7811243663273233,0.02888065889013718,0.0036800271927220803,True,False,0.5,0.11554433760288522
user10,2025-09-04,1,0,2,88292000,2,8.333333333333334,0.0,29430666.666666668,1.0,0.14285714285714285,1.0714285714285714,122874180.71428572,1.6428571428571428,8.595238095238097,0.07142857142857142,45326784.976190485,-0.2814438332919949,0.06189032605103347,0.013904823487779812,False,False,0.0,0.03511661007185068
user10,2025-09-05,2,0,0,0,1,11.5,0.0,0.0,1.0,0.14285714285714285,1.0714285714285714,122874180.71428572,1.6428571428571428,8.595238095238097,0.07142857142857142,45326784.976190485,-0.9999999918615938,0.22917145373225836,0.06573979390283954,False,False,0.0,0.13430766503698105
user10,2025-09-06,0,0,1,68659932,1,5.0,0.0,34329966.0,1.0,0.14285714285714285,1.0714285714285714,122874180.71428572,1.6428571428571428,8.595238095238097,0.07142857142857142,45326784.976190485,-0.441217576857178,0.19246772970192935,0.03223543478421132,True,False,0.5,0.20590449528622806
user10,2025-09-07,1,0,2,1080532043,2,4.0,0.0,360177347.6666667,1.0,0.14285714285714285,1.0714285714285714,122874180.71428572,1.6428571428571428,8.595238095238097,0.07142857142857142,45326784.976190485,7.7938086661078785,0.5288346882008959,0.1808377049076089,True,True,1.0,0.5186686555727307
user10,2025-09-08,1,2,1,81346157,2,7.25,1.0,40673078.5,1.0,0.14285714285714285,1.0714285714285714,122874180.71428572,1.6428571428571428,8.595238095238097,0.07142857142857142,45326784.976190485,-0.3379719248983413,0.7517695807519013,0.41434046490221865,False,False,0.0,0.5001869298466162
user10,2025-09-09,1,0,2,110373097,2,9.0,0.0,36791032.333333336,1.0,0.14285714285714285,1.0714285714285714,122874180.71428572,1.6428571428571428,8.595238095238097,0.07142857142857142,45326784.976190485,-0.10173889697474424,0.055009626898527925,0.013571969273673797,False,False,0.0,0.0315764042313661
user10,2025-09-10,1,0,0,0,1,0.0,0.0,0.0,1.0,0.14285714285714285,1.0714285714285714,122874180.71428572,1.6428571428571428,8.595238095238097,0.07142857142857142,45326784.976190485,-0.9999999918615938,0.23096163804205383,0.06015488847525507,True,False,0.5,0.23352728556360344
user10,2025-09-11,2,0,2,74068512,2,12.25,0.0,24689504.0,1.0,0.14285714285714285,1.0714285714285714,122874180.71428572,1.6428571428571428,8.595238095238097,0.07142857142857142,45326784.976190485,-0.397200355952494,0.1856221163777513,0.042595617711210336,False,False,0.0,0.10558974350223875
user10,2025-09-12,1,0,0,0,1,23.0,0.0,0.0,1.0,0.14285714285714285,1.0714285714285714,122874180.71428572,1.6428571428571428,8.595238095238097,0.07142857142857142,45326784.976190485,-0.9999999918615938,0.4768758251417583,0.0733329978454929,True,False,0.5,0.36043781192452706
user10,2025-09-13,1,0,1,77658088,2,14.0,0.0,38829044.0,1.0,0.14285714285714285,1.0714285714285714,122874180.71428572,1.6428571428571428,8.595238095238097,0.07142857142857142,45326784.976190485,-0.3679869284454308,0.05357816715704219,0.013874620552915641,False,False,0.0,0.030951469744395787
user10,2025-09-14,1,0,1,13064551,2,11.5,0.0,6532275.5,1.0,0.14285714285714285,1.0714285714285714,122874180.71428572,1.6428571428571428,8.595238095238097,0.07142857142857142,45326784.976190485,-0.8936753692457666,0.05525245660649652,0.004060552256094088,False,False,0.0,0.028844393980076485
user10,2025-09-15,1,0,1,38666611,2,12.5,0.0,19333305.5,1.0,0.14285714285714285,1.0714285714285714,122874180.71428572,1.6428571428571428,8.595238095238097,0.07142857142857142,45326784.976190485,-0.6853154058847782,0.01051786275640416,0.007085917664795344,False,False,0.0,0.007384706677640683
user10,2025-09-16,0,0,1,31112624,1,1.0,0.0,15556312.0,1.0,0.14285714285714285,1.0714285714285714,122874180.71428572,1.6428571428571428,8.595238095238097,0.07142857142857142,45326784.976190485,-0.7467928203799159,0.16583879778588587,0.05703411425224135,True,False,0.5,0.20002963316861533
user10,2025-09-17,1,0,1,56464915,2,1.0,0.0,28232457.5,1.0,0.14285714285714285,1.0714285714285714,122874180.71428572,1.6428571428571428,8.595238095238097,0.07142857142857142,45326784.976190485,-0.5404655785924536,0.044930728349718375,0.01416649169349058,True,False,0.5,0.12671531168290637
user11,2025-09-03,0,0,1,20931470,1,21.0,0.0,10465735.0,0.9333333333333333,0.06666666666666667,1.0666666666666667,522427198.6,1.4666666666666666,8.461111111111112,0.02222222222222222,177818667.76666668,-0.9599341860147667,0.26037690289331045,0.06109719301709017,False,False,0.0,0.14851760935178226
user11,2025-09-04,1,0,0,0,1,1.0,0.0,0.0,0.9333333333333333,0.06666666666666667,1.0666666666666667,522427198.6,1.4666666666666666,8.461111111111112,0.02222222222222222,177818667.76666668,-0.9999999980858577,0.19271276269696105,0.054718145777050226,True,False,0.5,0.2127718250815956
user11,2025-09-05,1,0,1,89306550,2,3.0,0.0,44653275.0,0.9333333333333333,0.06666666666666667,1.0666666666666667,522427198.6,1.4666666666666666,8.461111111111112,0.02222222222222222,177818667.76666668,-0.8290545533073734,0.06149242116692678,0.006717238755446114,True,False,0.5,0.13276138221009723
user11,2025-09-06,2,0,2,147588463,2,11.25,0.0,49196154.333333336,0.9333333333333333,0.06666666666666667,1.0666666666666667,522427198.6,1.4666666666666666,8.461111111111112,0.02222222222222222,177818667.76666668,-0.7174946784681155,0.2627405565015838,0.0406464721008357,False,False,0.0,0.1435642198810426
user11,2025-09-07,0,0,2,3688427263,1,19.0,0.0,1229475754.3333333,0.9333333333333333,0.06666666666666667,1.0666666666666667,522427198.6,1.4666666666666666,8.461111111111112,0.02222222222222222,177818667.76666668,6.060174636435603,0.8576125354469158,0.4554074928887057,False,True,0.5,0.6654285155900695
user11,2025-09-08,1,0,0,0,1,5.0,0.0,0.0,0.9333333333333333,0.06666666666666667,1.0666666666666667,522427198.6,1.4666666666666666,8.461111111111112,0.02222222222222222,177818667.76666668,-0.9999999980858577,0.16598951097089426,0.03736682683595835,True,False,0.5,0.19420480353623465
user11,2025-09-09,2,1,1,41100333,2,8.0,0.3333333333333333,20550166.5,0.9333333333333333,0.06666666666666667,1.0666666666666667,522427198.6,1.4666666666666666,8.461111111111112,0.02222222222222222,177818667.76666668,-0.9213281122585716,0.3384569662332467,0.06176157496319279,False,False,0.0,0.1877569556055812
user11,2025-09-10,1,0,2,3427877872,2,15.666666666666666,0.0,1142625957.3333333,0.9333333333333333,0.06666666666666667,1.0666666666666667,522427198.6,1.4666666666666666,8.461111111111112,0.02222222222222222,177818667.76666668,5.561446026593903,0.5992042626957113,0.3382526316289195,False,True,0.5,0.5010779208365315
user11,2025-09-11,0,0,2,81534442,1,13.5,0.0,27178147.333333332,0.9333333333333333,0.06666666666666667,1.0666666666666667,522427198.6,1.4666666666666666,8.461111111111112,0.02222222222222222,177818667.76666668,-0.8439314739691436,0.288705739549855,0.058669871619785534,False,False,0.0,0.16195383126086316
user11,2025-09-12,2,0,0,0,1,11.5,0.0,0.0,0.9333333333333333,0.06666666666666667,1.0666666666666667,522427198.6,1.4666666666666666,8.461111111111112,0.02222222222222222,177818667.76666668,-0.9999999980858577,0.22917145373225836,0.06573979392607048,False,False,0.0,0.1343076650439503
user11,2025-09-13,0,0,1,61285547,1,4.0,0.0,30642773.5,0.9333333333333333,0.06666666666666667,1.0666666666666667,522427198.6,1.4666666666666666,8.461111111111112,0.02222222222222222,177818667.76666668,-0.8826907403616739,0.15407385767352672,0.037517201190040164,True,False,0.5,0.1882920891937754
user11,2025-09-14,1,0,2,160115798,2,9.0,0.0,53371932.666666664,0.9333333333333333,0.06666666666666667,1.0666666666666667,522427198.6,1.4666666666666666,8.461111111111112,0.02222222222222222,177818667.76666668,-0.693515576672513,0.15345955103348355,0.014574919005163046,False,False,0.0,0.08110225121829069
user11,2025-09-15,1,0,0,0,1,2.0,0.0,0.0,0.9333333333333333,0.06666666666666667,1.0666666666666667,522427198.6,1.4666666666666666,8.461111111111112,0.02222222222222222,177818667.76666668,-0.9999999980858577,0.16474867716157773,0.04994261637884739,True,False,0.5,0.1973571234944431
user11,2025-09-16,1,0,1,40473987,2,1.5,0.0,20236993.5,0.9333333333333333,0.06666666666666667,1.0666666666666667,522427198.6,1.4666666666666666,8.461111111111112,0.02222222222222222,177818667.76666668,-0.9225270276298991,0.021297307117906224,0.013352352251362712,True,False,0.5,0.11465435923436193
user11,2025-09-17,1,0,1,77766254,2,1.5,0.0,38883127.0,0.9333333333333333,0.06666666666666667,1.0666666666666667,522427198.6,1.4666666666666666,8.461111111111112,0.02222222222222222,177818667.76666668,-0.8511443220040185,0.050020729617245505,0.01279703165578194,True,False,0.5,0.12884947430535734
user12,2025-09-03,1,0,1,32520993,2,22.0,0.0,16260496.5,0.9333333333333333,0.0,1.0,200525685.06666666,1.5333333333333334,12.266666666666667,0.0,97064144.47777778,-0.8378213054003062,0.19646442078210752,0.08786558590619285,False,False,0.0,0.12459188616291161
user12,2025-09-04,0,0,1,17475645,1,23.0,0.0,8737822.5,0.9333333333333333,0.0,1.0,200525685.06666666,1.5333333333333334,12.266666666666667,0.0,97064144.47777778,-0.9128508355074768,0.3306034045269423,0.07922675569911714,True,False,0.5,0.28906972897320626
user12,2025-09-05,2,0,0,0,1,12.5,0.0,0.0,0.9333333333333333,0.0,1.0,200525685.06666666,1.5333333333333334,12.266666666666667,0.0,97064144.47777778,-0.9999999950131077,0.2838876188683118,0.06689373014366445,False,False,0.0,0.16201192847725523
user12,2025-09-06,1,0,1,33232250,2,10.0,0.0,16616125.0,0.9333333333333333,0.0,1.0,200525685.06666666,1.5333333333333334,12.266666666666667,0.0,97064144.47777778,-0.8342743433429689,0.008219590762516878,0.0,False,False,0.0,0.004109795381258439
user12,2025-09-07,1,0,2,124965878,2,15.333333333333334,0.0,41655292.666666664,0.9333333333333333,0.0,1.0,200525685.06666666,1.5333333333333334,12.266666666666667,0.0,97064144.47777778,-0.3768086201263318,0.11613270480961935,0.027973602282910855,False,False,0.0,0.06645843308968293
user12,2025-09-08,1,0,1,2387835608,2,17.5,0.0,1193917804.0,0.9333333333333333,0.0,1.0,200525685.06666666,1.5333333333333334,12.266666666666667,0.0,97064144.47777778,10.907879014592382,0.7306052131809525,0.41679727224514995,False,True,0.5,0.5903417882640212
user12,2025-09-09,0,0,1,51038917,1,0.0,0.0,25519458.5,0.9333333333333333,0.0,1.0,200525685.06666666,1.5333333333333334,12.266666666666667,0.0,97064144.47777778,-0.7454744127740741,0.1791644100342871,0.06565592200953627,True,False,0.5,0.20927898162000444
user12,2025-09-10,2,0,1,58557413,2,9.0,0.0,29278706.5,0.9333333333333333,0.0,1.0,200525685.06666666,1.5333333333333334,12.266666666666667,0.0,97064144.47777778,-0.7079804829565224,0.0828657327454593,0.02188898065176367,False,False,0.0,0.04799956056825875
user12,2025-09-11,1,0,2,57624466,2,14.666666666666666,0.0,19208155.333333332,0.9333333333333333,0.0,1.0,200525685.06666666,1.5333333333333334,12.266666666666667,0.0,97064144.47777778,-0.7126329891680699,0.10031334947672603,0.026582873157751173,False,False,0.0,0.058131536685688365
user12,2025-09-12,0,0,1,90068145,1,21.0,0.0,45034072.5,0.9333333333333333,0.0,1.0,200525685.06666666,1.5333333333333334,12.266666666666667,0.0,97064144.47777778,-0.5508398561466286,0.33583358872365116,0.060243604833439074,False,False,0.0,0.1859898758118573
user12,2025-09-13,1,0,0,0,1,4.0,0.0,0.0,0.9333333333333333,0.0,1.0,200525685.06666666,1.5333333333333334,12.266666666666667,0.0,97064144.47777778,-0.9999999950131077,0.14353825125292288,0.04147802320004601,True,False,0.5,0.18421253258647524
user12,2025-09-14,1,0,2,105292481,2,11.0,0.0,35097493.666666664,0.9333333333333333,0.0,1.0,200525685.06666666,1.5333333333333334,12.266666666666667,0.0,97064144.47777778,-0.4749177321602854,0.05608979929792447,0.015482768146446791,False,False,0.0,0.032689730092896274
user12,2025-09-15,2,0,0,0,1,10.5,0.0,0.0,0.9333333333333333,0.0,1.0,200525685.06666666,1.5333333333333334,12.266666666666667,0.0,97064144.47777778,-0.9999999950131077,0.23902186258773758,0.06521398896318516,False,False,0.0,0.13907512798282434
user12,2025-09-16,1,0,1,28074498,2,11.5,0.0,14037249.0,0.9333333333333333,0.0,1.0,200525685.06666666,1.5333333333333334,12.266666666666667,0.0,97064144.47777778,-0.8599954970822722,0.013911583007482003,0.003663831602700669,False,False,0.0,0.008054940984551203
user12,2025-09-17,0,0,1,21198982,1,2.0,0.0,10599491.0,0.9333333333333333,0.0,1.0,200525685.06666666,1.5333333333333334,12.266666666666667,0.0,97064144.47777778,-0.8942829548881224,0.1589350181380225,0.05068596652628217,True,False,0.5,0.1946732990268959
user13,2025-09-04,1,0,1,51182842,2,3.0,0.0,25591421.0,1.0769230769230769,0.0,1.2307692307692308,624612591.4615384,1.6923076923076923,6.756410256410256,0.0,211817660.69230768,-0.9180566584508114,0.008371125469111765,0.007401191841461913,True,False,0.5,0.10640592028699446
user13,2025-09-05,2,0,2,2923060942,2,9.0,0.0,974353647.3333334,1.0769230769230769,0.0,1.2307692307692308,624612591.4615384,1.6923076923076923,6.756410256410256,0.0,211817660.69230768,3.6797982914185203,0.6943571249320439,0.2732437415451486,False,True,0.5,0.5291516849295665
user13,2025-09-06,0,0,2,79307206,1,11.0,0.0,26435735.333333332,1.0769230769230769,0.0,1.2307692307692308,624612591.4615384,1.6923076923076923,6.756410256410256,0.0,211817660.69230768,-0.8730297660387251,0.25692019662215315,0.05492588202270676,False,False,0.0,0.1449378629178886
user13,2025-09-07,1,0,0,0,1,3.0,0.0,0.0,1.0769230769230769,0.0,1.2307692307692308,624612591.4615384,1.6923076923076923,6.756410256410256,0.0,211817660.69230768,-0.9999999983990077,0.15003028528158457,0.045828298718394785,True,False,0.5,0.1887636322563107
user13,2025-09-08,1,0,1,39193556,2,3.0,0.0,19596778.0,1.0769230769230769,0.0,1.2307692307692308,624612591.4615384,1.6923076923076923,6.756410256410256,0.0,211817660.69230768,-0.9372514139595842,0.01191749234455445,0.007626660616630201,True,False,0.5,0.10824674435726629
user13,2025-09-09,1,0,2,4578660179,2,4.666666666666667,0.0,1526220059.6666667,1.0769230769230769,0.0,1.2307692307692308,624612591.4615384,1.6923076923076923,6.756410256410256,0.0,211817660.69230768,6.330400051583877,0.7033358770957288,0.5854577536222578,True,True,1.0,0.7273052646345417
user13,2025-09-10,2,0,1,21947894,2,10.666666666666666,0.0,10973947.0,1.0769230769230769,0.0,1.2307692307692308,624612591.4615384,1.6923076923076923,6.756410256410256,0.0,211817660.69230768,-0.9648615873824998,0.1010169846494401,0.0245578942390985,False,False,0.0,0.0578758605964496
user13,2025-09-11,1,0,2,127909381,2,15.333333333333334,0.0,42636460.333333336,1.0769230769230769,0.0,1.2307692307692308,624612591.4615384,1.6923076923076923,6.756410256410256,0.0,211817660.69230768,-0.795218054288785,0.1279744480129104,0.028739679561331517,False,False,0.0,0.07260912787485466
user13,2025-09-13,1,0,1,59070756,2,4.5,0.0,29535378.0,1.0769230769230769,0.0,1.2307692307692308,624612591.4615384,1.6923076923076923,6.756410256410256,0.0,211817660.69230768,-0.9054281682551295,0.01073315285082086,0.0029590176675291613,True,False,0.5,0.10625428172566918
user13,2025-09-14,1,0,1,70852176,2,2.5,0.0,35426088.0,1.0769230769230769,0.0,1.2307692307692308,624612591.4615384,1.6923076923076923,6.756410256410256,0.0,211817660.69230768,-0.8865662046280905,0.02516348962985282,0.008872856827623643,True,False,0.5,0.1152436018632135
user13,2025-09-15,2,0,1,39602932,2,8.666666666666666,0.0,19801466.0,1.0769230769230769,0.0,1.2307692307692308,624612591.4615384,1.6923076923076923,6.756410256410256,0.0,211817660.69230768,-0.9365960061036736,0.075610713944433,0.021698156617743655,False,False,0.0,0.044314803957539596
user13,2025-09-16,0,0,2,129175825,1,11.5,0.0,43058608.333333336,1.0769230769230769,0.0,1.2307692307692308,624612591.4615384,1.6923076923076923,6.756410256410256,0.0,211817660.69230768,-0.7931904870970814,0.3385485061806394,0.05475645014173472,False,False,0.0,0.18570118813284012
user13,2025-09-17,1,0,0,0,1,1.0,0.0,0.0,1.0769230769230769,0.0,1.2307692307692308,624612591.4615384,1.6923076923076923,6.756410256410256,0.0,211817660.69230768,-0.9999999983990077,0.19271276269696105,0.05471814564119856,True,False,0.5,0.2127718250408401
user14,2025-09-04,2,0,1,60775119,3,9.0,0.0,30387559.5,1.0769230769230769,0.07692307692307693,1.0769230769230769,49898708.692307696,1.6923076923076923,10.724358974358974,0.07692307692307693,20321501.166666664,0.21796977065659465,0.40411305448087487,0.09514538327715694,False,False,0.0,0.23060014222358452
user14,2025-09-05,1,0,2,127973118,2,15.0,0.0,42657706.0,1.0769230769230769,0.07692307692307693,1.0769230769230769,49898708.692307696,1.6923076923076923,10.724358974358974,0.07692307692307693,20321501.166666664,1.564657879715237,0.1693724159008474,0.03486316860617591,False,False,0.0,0.09514515853227647
user14,2025-09-06,1,0,1,57866356,2,22.5,0.0,28933178.0,1.0769230769230769,0.07692307692307693,1.0769230769230769,49898708.692307696,1.6923076923076923,10.724358974358974,0.07692307692307693,20321501.166666664,0.1596764196273513,0.2240320758850389,0.09881569562777782,True,False,0.5,0.2416607466308528
user14,2025-09-07,1,0,0,0,1,20.0,0.0,0.0,1.0769230769230769,0.07692307692307693,1.0769230769230769,49898708.692307696,1.6923076923076923,10.724358974358974,0.07692307692307693,20321501.166666664,-0.9999999799594016,0.34636546441421057,0.04859859183943389,False,False,0.0,0.18776230975893546
user14,2025-09-08,0,0,2,34874855,1,10.5,0.0,11624951.666666666,1.0769230769230769,0.07692307692307693,1.0769230769230769,49898708.692307696,1.6923076923076923,10.724358974358974,0.07692307692307693,20321501.166666664,-0.30108701777961505,0.3151272245764056,0.053853531983532155,False,False,0.0,0.17371967188326243
user14,2025-09-09,1,0,0,0,1,0.0,0.0,0.0,1.0769230769230769,0.07692307692307693,1.0769230769230769,49898708.692307696,1.6923076923076923,10.724358974358974,0.07692307692307693,20321501.166666664,-0.9999999799594016,0.23096163804205383,0.06015488842469067,True,False,0.5,0.23352728554843413
user14,2025-09-10,2,0,2,101114298,2,11.25,0.0,33704766.0,1.0769230769230769,0.07692307692307693,1.0769230769230769,49898708.692307696,1.6923076923076923,10.724358974358974,0.07692307692307693,20321501.166666664,1.0263910554702704,0.23034969295407615,0.04331364170945616,False,False,0.0,0.12816893898987491
user14,2025-09-12,2,0,1,0,2,9.666666666666666,0.0,0.0,1.0769230769230769,0.07692307692307693,1.0769230769230769,49898708.692307696,1.6923076923076923,10.724358974358974,0.07692307692307693,20321501.166666664,-0.9999999799594016,0.18113869801424398,0.024250289080006635,False,False,0.0,0.09784443573112397
user14,2025-09-13,1,0,2,97010277,2,14.333333333333334,0.0,32336759.0,1.0769230769230769,0.07692307692307693,1.0769230769230769,49898708.692307696,1.6923076923076923,10.724358974358974,0.07692307692307693,20321501.166666664,0.9441440189174861,0.11512786897197964,0.026853447780750536,False,False,0.0,0.06561996882021498
user14,2025-09-14,0,1,1,79814522,2,12.5,1.0,39907261.0,1.0769230769230769,0.07692307692307693,1.0769230769230769,49898708.692307696,1.6923076923076923,10.724358974358974,0.07692307692307693,20321501.166666664,0.5995307993365624,0.6041014275295761,0.29175135257601026,False,False,0.0,0.3895761195375911
user14,2025-09-15,1,0,0,0,1,4.0,0.0,0.0,1.0769230769230769,0.07692307692307693,1.0769230769230769,49898708.692307696,1.6923076923076923,10.724358974358974,0.07692307692307693,20321501.166666664,-0.9999999799594016,0.14353825125292288,0.0414780231440637,True,False,0.5,0.18421253256968056
user14,2025-09-16,2,0,1,59812724,2,8.666666666666666,0.0,29906362.0,1.0769230769230769,0.07692307692307693,1.0769230769230769,49898708.692307696,1.6923076923076923,10.724358974358974,0.07692307692307693,20321501.166666664,0.19868279899070482,0.10012693327875583,0.021483890456726204,False,False,0.0,0.05650863377639578
user14,2025-09-17,0,0,1,29441944,1,2.0,0.0,14720972.0,1.0769230769230769,0.07692307692307693,1.0769230769230769,49898708.692307696,1.6923076923076923,10.724358974358974,0.07692307692307693,20321501.166666664,-0.4099658050969859,0.1603681798111963,0.04690608605307395,True,False,0.5,0.19425591572152034
user15,2025-09-04,2,1,2,91718859,2,10.0,0.3333333333333333,30572953.0,1.1666666666666667,0.16666666666666666,1.3333333333333333,293795580.9166667,1.8333333333333333,9.23611111111111,0.05555555555555555,121712148.08333333,-0.6878140256512928,0.46495233796367824,0.10601008836577236,False,False,0.0,0.2642791954915708
user15,2025-09-06,1,0,1,73364354,2,4.5,0.0,36682177.0,1.1666666666666667,0.16666666666666666,1.3333333333333333,293795580.9166667,1.8333333333333333,9.23611111111111,0.05555555555555555,121712148.08333333,-0.750287752724582,0.024461727665002625,0.0023708587620347274,True,False,0.5,0.11294212146111174
user15,2025-09-07,2,0,2,125888057,2,13.0,0.0,41962685.666666664,1.1666666666666667,0.16666666666666666,1.3333333333333333,293795580.9166667,1.8333333333333333,9.23611111111111,0.05555555555555555,121712148.08333333,-0.5715113985760774,0.22674252109471513,0.04418543384849796,False,False,0.0,0.12662689070190694
user15,2025-09-08,0,0,1,1364178936,1,19.0,0.0,682089468.0,1.1666666666666667,0.16666666666666666,1.3333333333333333,293795580.9166667,1.8333333333333333,9.23611111111111,0.05555555555555555,121712148.08333333,3.6432928912693483,0.7810280011479411,0.12402600478298244,False,True,0.5,0.5277218020088653
user15,2025-09-09,1,0,1,37885701,2,2.0,0.0,18942850.5,1.1666666666666667,0.16666666666666666,1.3333333333333333,293795580.9166667,1.8333333333333333,9.23611111111111,0.05555555555555555,121712148.08333333,-0.8710474073407065,0.01979200570442566,0.01106539591262767,True,False,0.5,0.11321562162600114
user15,2025-09-10,1,0,2,89348486,2,10.0,0.0,29782828.666666668,1.1666666666666667,0.16666666666666666,1.3333333333333333,293795580.9166667,1.8333333333333333,9.23611111111111,0.05555555555555555,121712148.08333333,-0.6958821285973485,0.05353205970477819,0.014931873358032699,False,False,0.0,0.031245591859798902
user15,2025-09-11,2,1,1,24948219,2,13.0,0.3333333333333333,12474109.5,1.1666666666666667,0.16666666666666666,1.3333333333333333,293795580.9166667,1.8333333333333333,9.23611111111111,0.05555555555555555,121712148.08333333,-0.915083066133117,0.3926604354037472,0.09094848942588112,False,False,0.0,0.2236147645296379
user15,2025-09-13,2,0,1,39950750,2,8.0,0.0,19975375.0,1.1666666666666667,0.16666666666666666,1.3333333333333333,293795580.9166667,1.8333333333333333,9.23611111111111,0.05555555555555555,121712148.08333333,-0.8640185439843279,0.0835335615033401,0.02083565545124894,False,False,0.0,0.04801747738704473
user15,2025-09-14,1,0,1,61136416,2,12.0,0.0,30568208.0,1.1666666666666667,0.16666666666666666,1.3333333333333333,293795580.9166667,1.8333333333333333,9.23611111111111,0.05555555555555555,121712148.08333333,-0.791908317336981,0.007427522734440823,0.004506925486210909,False,False,0.0,0.005065839013083684
user15,2025-09-15,1,0,1,45792596,2,11.0,0.0,22896298.0,1.1666666666666667,0.16666666666666666,1.3333333333333333,293795580.9166667,1.8333333333333333,9.23611111111111,0.05555555555555555,121712148.08333333,-0.8441344941225536,0.0,0.001853749204029378,False,False,0.0,0.0005561247612088134
